Label,Area,Remove
H08-M48,2617945.017,FALSE
H08-M49,2538503.697,FALSE
H08-M50,2733272.287,FALSE
H08-M51,2746364.429,FALSE
H08-M52,2711366.948,FALSE
H08-M53,2568177.176,FALSE
H08-M54,2524070.342,FALSE
H08-M55,2651597.881,FALSE
H14-F01,3415132.555,FALSE
H14-F01,3063248.049,FALSE
H14-F02,3315137.321,FALSE
H14-F02,3154576.463,FALSE
H14-F03,3062437.875,FALSE
H14-F03,3214607.644,FALSE
H14-F04,3247103.117,FALSE
H14-F04,3305980.311,FALSE
H14-F05,3332276.93,FALSE
H14-F05,3096526.463,FALSE
H14-F06,3381336.719,FALSE
H14-F06,3287370.134,FALSE
H14-F07,3316138.124,FALSE
H14-F07,3112413.366,FALSE
H14-F08,3304996.528,FALSE
H14-F08,2974350.159,FALSE
H14-F09,3392134.503,FALSE
H14-F09,3023968.219,FALSE
H14-F10,3391685.162,FALSE
H14-F10,3420613.145,FALSE
H14-F11,3581031.032,FALSE
H14-F12,3171494.805,FALSE
H14-F13,3297953.459,FALSE
H14-F14,3246878.447,FALSE
H14-F15,3213157.501,FALSE
H14-F16,3406932.095,FALSE
H14-F17,3298198.554,FALSE
H14-F18,3257843.03,FALSE
H14-F19,3467718.985,FALSE
H14-F20,3420511.022,FALSE
H14-F21,3204340.899,FALSE
H14-F22,3356527.689,FALSE
H14-F23,3206645.471,FALSE
H14-F24,3363883.934,FALSE
H14-F25,2736390.436,FALSE
H14-F26,3280810.446,FALSE
H14-F27,2764120.178,FALSE
H14-F28,3199132.637,FALSE
H14-F29,3400930.679,FALSE
H14-F31,2826132.542,FALSE
H14-F32,3394289.293,FALSE
H14-F33,3422185.836,FALSE
H14-F34,3593084.925,FALSE
H14-F35,3418243.896,FALSE
H14-F36,3196933.593,FALSE
H14-F37,3431785.379,FALSE
H14-F38,3252927.52,FALSE
H14-F39,2556572.623,FALSE
H14-F40,3479452.894,FALSE
H14-F41,3229098.868,FALSE
H14-F42,3388046.187,FALSE
H14-F43,3453643.06,FALSE
H14-F44,3254469.574,FALSE
H14-F45,3110571.751,FALSE
H14-F46,3358485.042,FALSE
H14-F47,3150498.359,FALSE
H14-F48,3147206.601,FALSE
H14-F49,3100594.355,FALSE
H14-F50,3336848.627,FALSE
H14-F51,3183742.732,FALSE
H14-F52,3308621.887,FALSE
H14-F53,3442681.881,FALSE
H14-F54,3197913.972,FALSE
H14-M02,2725129.696,FALSE
H14-M02,2682861.072,FALSE
H14-M03,2682207.486,FALSE
H14-M03,2667995.398,FALSE
H14-M04,2785266.404,FALSE
H14-M04,2685148.623,FALSE
H14-M05,2801309.895,FALSE
H14-M05,2598922.945,FALSE
H14-M06,2849981.618,FALSE
H14-M06,2692787.408,FALSE
H14-M07,2674725.29,FALSE
H14-M07,2747981.373,FALSE
H14-M08,2803624.678,FALSE
H14-M08,2800632.48,FALSE
H14-M09,2437269.373,FALSE
H14-M09,2762084.53,FALSE
H14-M10,2969162.321,FALSE
H14-M10,2623309.868,FALSE
H14-M11,2724047.194,FALSE
H14-M12,2765869.882,FALSE
H14-M13,2777930.584,FALSE
H14-M14,2866467.641,FALSE
H14-M15,2826367.424,FALSE
H14-M16,2932891.709,FALSE
H14-M17,2999754.905,FALSE
H14-M18,2807280.674,FALSE
H14-M19,2765975.409,FALSE
H14-M20,2671797.77,FALSE
H14-M21,2800843.534,FALSE
H14-M22,3122506.502,FALSE
H14-M23,2754898.49,FALSE
H14-M24,2804206.778,FALSE
H14-M25,2876370.147,FALSE
H14-M26,2641433.259,FALSE
H14-M27,2801776.256,FALSE
H14-M28,2740039.624,FALSE
H14-M29,2606299.615,FALSE
H14-M30,2765444.37,FALSE
H14-M31,2763881.892,FALSE
H14-M32,2856207.704,FALSE
H14-M33,2703683.91,FALSE
H14-M34,2872319.277,FALSE
H14-M35,2743859.016,FALSE
H14-M36,2743736.469,FALSE
H14-M37,2773787.802,FALSE
H14-M38,2891991.531,FALSE
H14-M39,2899306.927,FALSE
H14-M40,2835769.529,FALSE
H14-M41,2758067.701,FALSE
H14-M42,2498948.135,FALSE
H14-M43,2606354.08,FALSE
H14-M44,2568817.146,FALSE
H14-M45,2704415.79,FALSE
H14-M46,2880189.54,FALSE
H14-M47,2747058.864,FALSE
H14-M48,2821148.949,FALSE
H14-M49,2799434.24,FALSE
H14-M50,2696531.91,FALSE
H18-F01,3182667.039,FALSE
H18-F01,3437684.672,FALSE
H18-F01,3168938.331,FALSE
H18-F02,3231362.59,FALSE
H18-F02,3333955.148,FALSE
H18-F02,3218903.61,FALSE
H18-F03,3162746.286,FALSE
H18-F03,3434416.743,FALSE
H18-F03,3219826.119,FALSE
H18-F04,3192457.211,FALSE
H18-F04,3124460.451,FALSE
H18-F04,3311137.512,FALSE
H18-F05,2894963.304,FALSE
H18-F05,3306647.513,FALSE
H18-F05,3194516.687,FALSE
H18-F06,3134332.321,FALSE
H18-F06,3294426.819,FALSE
H18-F06,3302463.883,FALSE
H18-F07,3323889.244,FALSE
H18-F07,3365878.733,FALSE
H18-F08,3441211.312,FALSE
H18-F08,3045733.991,FALSE
H18-F09,3296554.377,FALSE
H18-F09,3462820.495,FALSE
H18-F10,3146416.852,FALSE
H18-F10,3445640.038,FALSE
H18-F12,3201964.843,FALSE
H18-F12,3579757.901,FALSE
H18-F13,3258820.005,FALSE
H18-F13,3284997.481,FALSE
H18-F14,3281909.969,FALSE
H18-F14,3233418.663,FALSE
H18-F15,3031743.168,FALSE
H18-F15,3115824.267,FALSE
H18-F16,3200225.351,FALSE
H18-F16,3436755.355,FALSE
H18-F17,3004445.746,FALSE
H18-F18,3058397.217,FALSE
H18-F19,3510685.448,FALSE
H18-F20,3328079.683,FALSE
H18-F21,3123895.372,FALSE
H18-F22,2764545.69,FALSE
H18-F23,2975926.254,FALSE
H18-F24,3124508.109,FALSE
H18-F25,3318592.476,FALSE
H18-F26,3472910.227,FALSE
H18-F27,3283077.572,FALSE
H18-F28,3156169.578,FALSE
H18-F29,3243242.875,FALSE
H18-F30,3221317.112,FALSE
H18-F31,3377302.869,FALSE
H18-F32,3209188.328,FALSE
H18-F33,3511795.183,FALSE
H18-F34,3248052.859,FALSE
H18-F35,3295567.19,FALSE
H18-F36,3184542.694,FALSE
H18-F37,3185986.03,FALSE
H18-F38,3314681.173,FALSE
H18-F39,3132722.185,FALSE
H18-F40,3324311.352,FALSE
H18-F41,3077786.931,FALSE
H18-F42,2989304.34,FALSE
H18-M01,2664887.461,FALSE
H18-M01,2927894.5,FALSE
H18-M01,2684202.285,FALSE
H18-M02,2672686.238,FALSE
H18-M02,3092737.708,FALSE
H18-M02,2738157.16,FALSE
H18-M03,2631173.323,FALSE
H18-M03,2819164.363,FALSE
H18-M03,2918397.081,FALSE
H18-M04,2651066.843,FALSE
H18-M04,2543439.632,FALSE
H18-M04,2773678.871,FALSE
H18-M05,2624317.479,FALSE
H18-M05,2576925.695,FALSE
H18-M05,2778410.561,FALSE
H18-M07,2886381.585,FALSE
H18-M07,2690009.668,FALSE
H18-M07,2772763.17,FALSE
H18-M08,2816097.275,FALSE
H18-M08,2682639.806,FALSE
H18-M08,2742368.023,FALSE
H18-M09,2611395.542,FALSE
H18-M09,2652908.457,FALSE
H18-M10,2778849.689,FALSE
H18-M10,2767013.657,FALSE
H18-M11,2851476.015,FALSE
H18-M12,2762857.26,FALSE
H18-M13,2738688.199,FALSE
H18-M14,2731777.89,FALSE
H18-M15,2839493.607,FALSE
H18-M16,2784200.923,FALSE
H18-M17,2616065.958,FALSE
H18-M18,2793102.627,FALSE
H18-M19,2886664.125,FALSE
H18-M20,2731525.987,FALSE
H18-M21,2729166.95,FALSE
H18-M22,2648173.364,FALSE
H18-M23,2867053.145,FALSE
H18-M23,2838091.121,FALSE
H18-M24,2573678.191,FALSE
H18-M25,2801891.995,FALSE
H18-M26,2751191.433,FALSE
H18-M27,2745492.981,FALSE
H18-M28,2840473.986,FALSE
H18-M29,2865126.428,FALSE
H18-M30,2784854.509,FALSE
H18-M31,3151832.764,FALSE
H18-M32,2922590.923,FALSE
H18-M33,2634849.743,FALSE
H18-M34,2853392.519,FALSE
H18-M35,2645691.78,FALSE
H33-F01,3074209.229,FALSE
H33-F01,3135496.521,FALSE
H33-F01,3143802.508,FALSE
H33-F02,3101111.777,FALSE
H33-F02,3114067.755,FALSE
H33-F02,3150477.935,FALSE
H33-F03,3037904.576,FALSE
H33-F03,3012309.201,FALSE
H33-F03,3090616.958,FALSE
H33-F04,3035252.788,FALSE
H33-F04,3003884.07,FALSE
H33-F04,2947451.015,FALSE
H33-F05,2998590.705,FALSE
H33-F05,3146175.161,FALSE
H33-F05,2934123.991,FALSE
H33-F06,2951542.735,FALSE
H33-F06,2958653.885,FALSE
H33-F06,3301337.128,FALSE
H33-F07,3003618.551,FALSE
H33-F07,3022293.406,FALSE
H33-F07,3272150.434,FALSE
H33-F08,3047381.572,FALSE
H33-F08,2858532.7,FALSE
H33-F08,3143536.989,FALSE
H33-F09,3276521.289,FALSE
H33-F09,2981468.117,FALSE
H33-F10,3041104.424,FALSE
H33-F10,3140755.845,FALSE
H33-F11,2881901.799,FALSE
H33-F11,3190853.883,FALSE
H33-F11,3264739.723,FALSE
H33-F12,3142379.597,FALSE
H33-F12,3165738.484,FALSE
H33-F12,2807706.186,FALSE
H33-F13,3081191.024,FALSE
H33-F13,2949265.397,FALSE
H33-F14,3088938.74,FALSE
H33-F14,3084435.125,FALSE
H33-F14,3055476.505,FALSE
H33-F15,3013595.948,FALSE
H33-F15,2884189.349,FALSE
H33-F15,3010086.328,FALSE
H33-F16,3131779.251,FALSE
H33-F16,3071135.333,FALSE
H33-F16,3236693.4,FALSE
H33-F17,2985021.99,FALSE
H33-F17,2998114.132,FALSE
H33-F18,3026347.68,FALSE
H33-F18,3117866.723,FALSE
H33-F19,2969189.554,FALSE
H33-F19,3023416.756,FALSE
H33-F20,3001674.814,FALSE
H33-F20,2944761.782,FALSE
H33-F21,2982884.22,FALSE
H33-F21,3071761.686,FALSE
H33-F22,3069106.494,FALSE
H33-F22,3074294.332,FALSE
H33-F23,3082988.385,FALSE
H33-F23,3065794.311,FALSE
H33-F24,2895603.273,FALSE
H33-F25,3003536.853,FALSE
H33-F26,3019750.548,FALSE
H33-F27,3027937.392,FALSE
H33-F28,2896767.473,FALSE
H33-F29,2902622.513,FALSE
H33-F30,2964934.437,FALSE
H33-F31,2945381.327,FALSE
H33-F32,3181479.01,FALSE
H33-F33,2984879.019,FALSE
H33-F34,2936343.459,FALSE
H33-F35,2872755.001,FALSE
H33-F36,2926369.467,FALSE
H33-F37,3120327.882,FALSE
H33-F38,2954235.373,FALSE
H33-F39,3084704.048,FALSE
H33-F40,3029373.919,FALSE
H33-F41,2980290.301,FALSE
H33-F42,2945919.173,FALSE
H33-F43,2741785.923,FALSE
H33-F44,2951726.556,FALSE
H33-F45,2966473.087,FALSE
H33-F46,2880162.307,FALSE
H33-F47,2842111.355,FALSE
H33-F48,2945054.534,FALSE
H33-F49,3006964.774,FALSE
H33-F50,2739450.716,FALSE
H33-F51,3081660.789,FALSE
H33-F52,3163573.481,FALSE
H33-M01,2633420.024,FALSE
H33-M01,2777838.673,FALSE
H33-M02,2547265.832,FALSE
H33-M02,2520363.285,FALSE
H33-M03,2738385.234,FALSE
H33-M03,2584060.675,FALSE
H33-M04,2633886.385,FALSE
H33-M04,2580537.438,FALSE
H33-M05,2608842.472,FALSE
H33-M05,2746020.615,FALSE
H33-M06,2683177.653,FALSE
H33-M06,2682857.668,FALSE
H33-M07,2596277.965,FALSE
H33-M07,2739464.332,FALSE
H33-M08,2588346.428,FALSE
H33-M08,2593061.097,FALSE
H33-M09,2647329.149,FALSE
H33-M09,2532304.843,FALSE
H33-M10,2556334.336,FALSE
H33-M11,2467606.65,FALSE
H33-M12,2677615.365,FALSE
H33-M13,2602126.197,FALSE
H33-M14,2699231.356,FALSE
H33-M15,2513058.101,FALSE
H33-M16,2636704.974,FALSE
H33-M17,2708041.149,FALSE
H33-M18,2722028.567,FALSE
H33-M19,2597060.906,FALSE
H33-M20,2584646.179,FALSE
H33-M21,2625965.06,FALSE
H33-M22,2382524.748,FALSE
H33-M23,2493072.671,FALSE
H33-M24,2475054.806,FALSE
H33-M25,2508656.609,FALSE
H33-M26,2609744.557,FALSE
H33-M27,2576905.271,FALSE
H33-M28,2691898.939,FALSE
H33-M29,2433804.006,FALSE
H33-M30,2537829.686,FALSE
H33-M31,2530058.142,FALSE
H33-M32,2530817.255,FALSE
H33-M33,2645572.637,FALSE
H33-M34,2381510.328,FALSE
H33-M35,2471609.864,FALSE
H33-M36,2411476.559,FALSE
H33-M37,2695786.414,FALSE
H34-F01,2954899.171,FALSE
H34-F01,3287349.709,FALSE
H34-F01,2938821.639,FALSE
H34-F01,2839173.622,FALSE
H34-F02,2859090.971,FALSE
H34-F02,2539215.152,FALSE
H34-F02,2978942.28,FALSE
H34-F02,2927938.754,FALSE
H34-F03,3187575.741,FALSE
H34-F03,3203146.063,FALSE
H34-F03,3089970.18,FALSE
H34-F03,2917117.142,FALSE
H34-F04,3180696.069,FALSE
H34-F04,3219455.073,FALSE
H34-F04,2946174.48,FALSE
H34-F04,2949799.839,FALSE
H34-F05,3004258.52,FALSE
H34-F05,2930205.88,FALSE
H34-F05,3046966.272,FALSE
H34-F05,2982400.839,FALSE
H34-F06,3033802.644,FALSE
H34-F06,3116944.214,FALSE
H34-F06,3123891.968,FALSE
H34-F06,3056746.232,FALSE
H34-F07,2986778.502,FALSE
H34-F07,3086811.182,FALSE
H34-F07,3029714.329,FALSE
H34-F07,2963426.424,FALSE
H34-F08,3214260.427,FALSE
H34-F08,2538067.973,FALSE
H34-F08,2890190.765,FALSE
H34-F08,2831980.774,FALSE
H34-F09,3251208.453,FALSE
H34-F09,3330122.139,FALSE
H34-F11,2952996.283,FALSE
H34-F12,2923867.458,FALSE
H34-F13,3164615.133,FALSE
H34-F14,2971334.132,FALSE
H34-F15,2947420.378,FALSE
H34-F16,2737299.329,FALSE
H34-F17,3035126.837,FALSE
H34-F18,2952131.643,FALSE
H34-F19,3005882.273,FALSE
H34-F20,2907987.364,FALSE
H34-F21,3166221.865,FALSE
H34-F22,2993950.927,FALSE
H34-F23,2963327.705,FALSE
H34-F24,2905641.944,FALSE
H34-F25,2906394.248,FALSE
H34-F26,2978118.49,FALSE
H34-F27,3042268.624,FALSE
H34-F28,3063040.4,FALSE
H34-F29,3134832.723,FALSE
H34-F30,2938954.399,FALSE
H34-F31,3092829.618,FALSE
H34-F32,3127296.061,FALSE
H34-F33,3159403.467,FALSE
H34-F34,3169305.974,FALSE
H34-F35,3191296.415,FALSE
H34-F36,2984674.773,FALSE
H34-F37,3136626.68,FALSE
H34-F38,3048055.582,FALSE
H34-F39,2951719.748,FALSE
H34-F40,2880856.742,FALSE
H34-F41,2895821.135,FALSE
H34-F42,3039889.163,FALSE
H34-F43,3084333.002,FALSE
H34-F44,3193846.081,FALSE
H34-F45,3030909.165,FALSE
H34-F46,3159185.605,FALSE
H34-F47,3034905.57,FALSE
H34-F48,3069069.049,FALSE
H34-F49,3092989.611,FALSE
H34-F52,2898694.19,FALSE
H34-F53,2897141.923,FALSE
H34-F54,2856292.806,FALSE
H34-F55,2984126.714,FALSE
H34-M01,2587543.062,FALSE
H34-M01,2706202.938,FALSE
H34-M01,2463766.833,FALSE
H34-M01,2445177.081,FALSE
H34-M02,2577235.468,FALSE
H34-M02,2497875.846,FALSE
H34-M02,2409852.807,FALSE
H34-M02,2317952.506,FALSE
H34-M03,2462037.554,FALSE
H34-M03,2032920.984,FALSE
H34-M03,2367795.237,FALSE
H34-M03,2307961.493,FALSE
H34-M04,2232319.141,FALSE
H34-M04,2289987.881,FALSE
H34-M04,2433215.098,FALSE
H34-M04,2348456.584,FALSE
H34-M05,2751688.43,FALSE
H34-M05,2624865.538,FALSE
H34-M05,2579400.471,FALSE
H34-M05,2490311.951,FALSE
H34-M06,2500228.074,FALSE
H34-M06,2401958.715,FALSE
H34-M06,2441493.852,FALSE
H34-M06,2387852.153,FALSE
H34-M07,2616266.799,FALSE
H34-M07,2378341.117,FALSE
H34-M07,2406370.42,FALSE
H34-M07,2346448.169,FALSE
H34-M08,2622050.353,FALSE
H34-M08,2398929.072,FALSE
H34-M08,2435877.099,FALSE
H34-M08,2364547.732,FALSE
H34-M09,2582505.004,FALSE
H34-M09,2252985.39,FALSE
H34-M10,2460451.247,FALSE
H34-M10,2403167.168,FALSE
H34-M11,2458293.052,FALSE
H34-M12,2579665.99,FALSE
H34-M13,2753199.847,FALSE
H34-M14,2437095.764,FALSE
H34-M15,2582964.557,FALSE
H34-M16,2718597.241,FALSE
H34-M17,2564105.881,FALSE
H34-M18,2493957.735,FALSE
H34-M19,2413883.253,FALSE
H34-M20,2522358.083,FALSE
H34-M22,2555643.306,FALSE
H34-M23,2433851.663,FALSE
H34-M24,2585538.051,FALSE
H34-M25,2816018.981,FALSE
H34-M26,2662705.437,FALSE
H34-M27,2650450.702,FALSE
H34-M28,2532934.601,FALSE
H34-M29,2587127.762,FALSE
H34-M30,2469880.584,FALSE
H34-M31,2580663.39,FALSE
H34-M32,2611878.923,FALSE
H34-M33,2591886.685,FALSE
H34-M34,2540866.137,FALSE
H34-M35,2600512.656,FALSE
H34-M36,2434406.53,FALSE
H34-M37,2514811.209,FALSE
H34-M38,2499332.798,FALSE
H34-M39,2495567.871,FALSE
H34-M40,2618384.145,FALSE
H34-M41,2471630.288,FALSE
H34-M42,2538459.444,FALSE
H34-M43,2622894.568,FALSE
H34-M44,2562849.771,FALSE
H34-M45,2411200.828,FALSE
H34-M46,2727532.986,FALSE
H34-M47,2547905.802,FALSE
H34-M48,2484187.988,FALSE
H34-M49,2597251.535,FALSE
H34-M50,2407405.264,FALSE
H34-M51,2629604.036,FALSE
H34-M52,2656792.527,FALSE
H40-F01,3094541.877,FALSE
H40-F02,2987632.93,FALSE
H40-F03,3030674.283,FALSE
H40-F05,3040920.603,FALSE
H40-F06,2958864.939,FALSE
H40-F08,2945296.224,FALSE
H40-F09,2977400.226,FALSE
H40-F10,3092659.414,FALSE
H40-F11,3138532.972,FALSE
H40-F12,3126438.229,FALSE
H40-F13,2958112.635,FALSE
H40-F14,3000108.931,FALSE
H40-F15,3022143.625,FALSE
H40-F16,2955266.813,FALSE
H40-F17,3045652.292,FALSE
H40-F18,3041032.938,FALSE
H40-F19,2828481.366,FALSE
H40-F20,2938222.519,FALSE
H40-F21,3112811.645,FALSE
H40-F22,2782478.452,FALSE
H40-F23,2988994.567,FALSE
H40-F24,3010607.154,FALSE
H40-F25,3143516.564,FALSE
H40-F26,3175457.17,FALSE
H40-F27,3015144.81,FALSE
H40-F28,2967558.993,FALSE
H40-F29,3064133.114,FALSE
H40-F30,3149003.962,FALSE
H40-F31,2862437.194,FALSE
H40-F32,2801398.401,FALSE
H40-F33,2473771.463,FALSE
H40-F34,2808550.401,FALSE
H40-F35,2632003.922,FALSE
H40-F36,2765032.475,FALSE
H40-F37,2705474.462,FALSE
H40-F38,3079880.448,FALSE
H40-F39,2896624.501,FALSE
H40-F40,3114374.123,FALSE
H40-F41,2593990.414,FALSE
H40-F42,2739682.194,FALSE
H40-F43,2992327.174,FALSE
H40-F44,2990890.647,FALSE
H40-F45,3011345.842,FALSE
H40-F46,2847568.116,FALSE
H40-F47,2756954.562,FALSE
H40-F48,2713123.46,FALSE
H40-F49,3169656.595,FALSE
H40-F50,2968004.929,FALSE
H40-F51,2913794.747,FALSE
H40-F52,2886776.46,FALSE
H40-F53,3065259.868,FALSE
H40-F54,3143574.434,FALSE
H40-F55,2858805.027,FALSE
H40-F56,2994070.07,FALSE
H40-M01,2787982.871,FALSE
H40-M02,2775163.056,FALSE
H40-M03,2637719.394,FALSE
H40-M04,2792796.258,FALSE
H40-M05,2596356.259,FALSE
H40-M06,2613826.064,FALSE
H40-M07,2529026.702,FALSE
H40-M08,2568687.79,FALSE
H40-M09,2407391.648,FALSE
H40-M10,2842863.659,FALSE
H40-M11,2703905.176,FALSE
H40-M12,2568010.376,FALSE
H40-M13,2638539.78,FALSE
H40-M15,2582491.388,FALSE
H40-M16,2512414.727,FALSE
H40-M17,2476743.236,FALSE
H40-M18,2491200.419,FALSE
H40-M19,2815797.715,FALSE
H40-M20,2649946.896,FALSE
H40-M21,2435754.551,FALSE
H40-M22,2519529.282,FALSE
H40-M23,2469383.587,FALSE
H40-M24,2638485.315,FALSE
H40-M25,2555592.244,FALSE
H40-M26,2448424.586,FALSE
H40-M27,2386881.987,FALSE
H40-M28,2781052.137,FALSE
H40-M29,2593769.148,FALSE
H40-M30,2388529.568,FALSE
H40-M31,2471194.564,FALSE
H40-M32,2568691.194,FALSE
H40-M33,2539838.101,FALSE
H40-M34,2526991.054,FALSE
H40-M35,2554176.141,FALSE
H40-M36,2754507.019,FALSE
H40-M37,2614285.617,FALSE
H40-M38,2513367.874,FALSE
H40-M39,2540787.843,FALSE
H40-M40,2608675.672,FALSE
H40-M41,2530745.769,FALSE
H40-M42,2574845.795,FALSE
H40-M43,2467477.295,FALSE
H40-M44,2599600.359,FALSE
H40-M45,2411554.854,FALSE
H40-M47,2805061.206,FALSE
H40-M48,2718066.203,FALSE
H40-M49,2499023.025,FALSE
H40-M50,2596979.208,FALSE
H40-M51,2700004.085,FALSE
H40-M52,2412085.892,FALSE
H40-M53,2429218.693,FALSE
H40-M54,2567584.864,FALSE
H40-M55,2364636.239,FALSE
H41-F01,3235103.689,FALSE
H41-F01,3151298.321,FALSE
H41-F01,3018007.652,FALSE
H41-F01,3121461.445,FALSE
H41-F01,2988228.646,FALSE
H41-F01,3307093.449,FALSE
H41-F02,3424269.141,FALSE
H41-F02,3145817.731,FALSE
H41-F02,3027525.497,FALSE
H41-F02,3048634.278,FALSE
H41-F02,2942494.656,FALSE
H41-F02,3135748.424,FALSE
H41-F03,3316771.286,FALSE
H41-F03,3235331.763,FALSE
H41-F03,3195994.063,FALSE
H41-F03,3121961.847,FALSE
H41-F03,2958810.474,FALSE
H41-F04,3340242.508,FALSE
H41-F04,3311437.072,FALSE
H41-F04,3174452.962,FALSE
H41-F04,3069501.368,FALSE
H41-F04,3129375.962,FALSE
H41-F04,3047929.631,FALSE
H41-F05,3425518.443,FALSE
H41-F05,3351632.603,FALSE
H41-F05,3095246.524,FALSE
H41-F05,3121601.013,FALSE
H41-F05,3025626.013,FALSE
H41-F05,3211690.336,FALSE
H41-F06,3251732.683,FALSE
H41-F06,3256573.304,FALSE
H41-F06,3040937.623,FALSE
H41-F06,3279414.768,FALSE
H41-F06,2981971.923,FALSE
H41-F06,3108975.232,FALSE
H41-F07,3372026.525,FALSE
H41-F07,3251569.287,FALSE
H41-F07,3057181.956,FALSE
H41-F07,3251984.586,FALSE
H41-F07,2800802.685,FALSE
H41-F07,2615242.167,FALSE
H41-F08,3437905.938,FALSE
H41-F08,3333124.549,FALSE
H41-F08,3103481.026,FALSE
H41-F08,3248314.974,FALSE
H41-F08,3026197.9,FALSE
H41-F08,3039593.007,FALSE
H41-F09,3405420.678,FALSE
H41-F09,3383474.49,FALSE
H41-F09,3200524.911,FALSE
H41-F09,2593704.47,FALSE
H41-F09,3018225.514,FALSE
H41-F09,3001130.159,FALSE
H41-F10,3354958.402,FALSE
H41-F10,3339078.308,FALSE
H41-F10,3044256.614,FALSE
H41-F10,3028407.157,FALSE
H41-F10,3277436.99,FALSE
H41-F11,3411714.846,FALSE
H41-F11,3309299.301,FALSE
H41-F11,3179988.018,FALSE
H41-F11,3039783.636,FALSE
H41-F12,3133848.94,FALSE
H41-F12,3222331.531,FALSE
H41-F12,3234991.354,FALSE
H41-F12,3204688.117,FALSE
H41-F13,3580857.423,FALSE
H41-F13,3427145.6,FALSE
H41-F13,3292585.204,FALSE
H41-F13,3051023.951,FALSE
H41-F14,3597911.929,FALSE
H41-F14,3320474.939,FALSE
H41-F14,3244488.773,FALSE
H41-F14,3055983.715,FALSE
H41-F15,3200929.998,FALSE
H41-F15,3153316.948,FALSE
H41-F15,3260130.581,FALSE
H41-F15,3238882.232,FALSE
H41-F16,3366426.792,FALSE
H41-F16,3200882.341,FALSE
H41-F16,3259817.404,FALSE
H41-F17,3348255.743,FALSE
H41-F17,2960788.252,FALSE
H41-F17,2981308.125,FALSE
H41-F18,3242875.233,FALSE
H41-F18,2978601.871,FALSE
H41-F19,3486451.71,FALSE
H41-F19,3136470.092,FALSE
H41-F20,3578586.893,FALSE
H41-F20,3152445.5,FALSE
H41-F21,3438491.442,FALSE
H41-F21,3158872.428,FALSE
H41-F21,2992905.87,FALSE
H41-F22,3177019.648,FALSE
H41-F22,3405818.957,FALSE
H41-F23,3123708.147,FALSE
H41-F23,3170555.276,FALSE
H41-F24,3123844.31,FALSE
H41-F24,3176059.694,FALSE
H41-F25,3110057.733,FALSE
H41-F25,3333114.337,FALSE
H41-F26,3042466.061,FALSE
H41-F26,3252733.487,FALSE
H41-F27,3203207.337,FALSE
H41-F27,3015168.639,FALSE
H41-F28,3053243.42,FALSE
H41-F28,3091250.119,FALSE
H41-F29,3063779.088,FALSE
H41-F29,2986618.51,FALSE
H41-F30,3066053.022,FALSE
H41-F30,3167832.001,FALSE
H41-F31,3122074.182,FALSE
H41-F31,2962960.063,FALSE
H41-F32,2670357.838,FALSE
H41-F32,2949803.243,FALSE
H41-F33,3012258.139,FALSE
H41-F33,3253856.837,FALSE
H41-F34,3176311.597,FALSE
H41-F34,3323045.029,FALSE
H41-F35,3043276.235,FALSE
H41-F35,3041458.45,FALSE
H41-F36,3018191.473,FALSE
H41-F36,2884155.308,FALSE
H41-F37,3010464.182,FALSE
H41-F37,3076949.524,FALSE
H41-F38,2685924.756,FALSE
H41-F38,3079458.341,FALSE
H41-F39,3183671.246,FALSE
H41-F39,3097302.597,FALSE
H41-F40,3180205.88,FALSE
H41-F40,3003455.154,FALSE
H41-F41,3195500.47,FALSE
H41-F41,3021932.572,FALSE
H41-F42,3035759.998,FALSE
H41-F43,2908620.525,FALSE
H41-F44,3247263.109,FALSE
H41-F45,2836719.271,FALSE
H41-F46,3019890.116,FALSE
H41-F47,3104539.699,FALSE
H41-F48,3081790.144,FALSE
H41-F49,3157180.594,FALSE
H41-F50,3087580.507,FALSE
H41-FA02,2964648.493,FALSE
H41-FA03,2850407.13,FALSE
H41-FA04,3121563.568,FALSE
H41-FA05,2532672.485,FALSE
H41-M01,2862624.42,FALSE
H41-M01,2602585.749,FALSE
H41-M01,2638464.89,FALSE
